id,word,context,gold_sense
89,ish,veggie shepherd s pie filling and delicious dinner also a perfect empty your fridge recipe you can add as many different veggies as you want it will only get healthier feel free to adjust the amounts or add remove ingredients just use whatever veggies you have at home really ingredients for the filling carrots x celery sticks x mushrooms g onion x garlic cloves crushed sundried tomatoes g ish sweetcorn can peas g ish thyme tsp stock cube flour to thicken the paste parsley ingredients for the top a mix of normal potatos and sweet potatos about small potatoes all together garlic cloves crushed butter milk any will do parmesan method chop the onion carrots celery mushrooms sundried tomatoes into small chunks cook the onion in olive oil for mins and once it starts becoming translucent add the carrots celery mushrooms and sundried tomatoes add garlic thyme salt and pepper cook everything for another mins or until veggies start to cook and add in a stock cube and a bit of water for the veggies to stew in while the sauce is cooking peel the potatoes and cut into medium pieces boil in salted water until the chunks are soft enough to be pierced with a fork drain the potatoes and add a knob of butter and a splash of milk grate some parmesan and add garlic salt and pepper mix it all together and adjust amounts of these ingredients as necessary depending on how many and how big your potatoes are as the sauce begins to reduce add sweetcorn and peas continue cooking until the sauce is of desired consistency feel free to use a bit of flour to thicken it at the end chop up a bunch of parsley and add into the stew pour the strew into an oven dish cover the top with your mashed potato and grate some more parmesan on top to get that lovely golden crust under the grill for mins et voila,approx
90,ish,reminiscing about this time last year ish in beautiful scotland,approx
91,ish,back to when life was normal ish and i was the queen of my ice castle,hedge
92,ish,union stores will be opening this morning around ish one and say hello to our lovely volunteers who have worked tiresomely all weekend to set up the community shop,approx
93,ish,socially distant baking cardamom babka ish now i just need to find some more flour,hedge
94,ish,hi all i think it only fair that i share my situation with you i am undergoing chemotherapy for secondary breast cancer usually i am fit and healthy ish enabling me to work alongside my full time job i now like many others will need to isolate for weeks i have already been on self isolation for days sadly i will not re open my doors until at least the th june i hope you will all come back to my little business but for now stay safe and well see you on the other side x,hedge
95,ish,a lot less whippy with the slx back to some high ish technical work night and day difference,hedge
96,ish,day ish isolation and i may as well embrace my inner and figure out yoga any tips is it xmas yet,approx
97,ish,really made its mark yo normals spare a thought for the people who might be entering the longest but probably one of many quarentines of their lives my previous max is weeks i knew this was coming but when it did it honestly felt like i would been punched in the stomach incase anyone was wondering what my tips for long term quarantine are here you go get washed and dressed everyday if you are well enough to being clean is like therapy find pleasure in the little things every little thing a pigeon landing on your balcony someone in another flat practicing an instrument nice smells appreciate that this is temporary but that for many it is not some people have not left their homes for years there is always someone worse off and now is the time to think about them when i am feeling sorry for myself i watch murder documentaries for perspective try complaining about anything after that do not plan for the future being desperate to get out and waiting for someone to tell you can leave will drive you insane honestly make this your new normal i cannot stress that enough i count the days now because i know i am capable ish the first time round broke me do not be a dick and do not take your feelings stresses worries out on other people it is better not to say anything at all and being stuck indoors feeling regret guilt eats at you more than it normally would do let people know if you are wobbling the people who choose to be in your life are the most precious of all the things do things with your hands that are not attached to a screen everyday diy crochet cleaning knitting crosstitching cooking baking drawing jigsaws soduko whatevs creating achieving something is allllways satisfying something that takes a looooooongg time to finish is even better do not watch the news you are inside it does not concern you the news is never good news and right now there is no space for negativity look at pictures of puppies instead and finally faaacceeeetiiiiime,hedge
98,ish,hannah holland dj producer musician label boss around i had just started djing and was playing at zigfrids regularly then became resident at trailer trash matt tucker dan pope s club who went onto start dalston superstore with dan beaumont at the former venue on the rocks on kingsland rd which became one of the areas biggest nights at the time every friday it marked an era of electro techno tinged raves off grid parties in railway arches basements and lofts as well as the great eastern hotel holding some really amazing events jonny woo s emerging underground drag scene and lots of looks a mad hedonistic time i met the most incredible characters life long friends and collaborators and went onto start my own night batty bass alongside singer mama and artist alex noble which was held at various venues including old blue last under da bridge dove bridge studios then finally claimed its home at the star of bethnal green and various warehouses until ish batty bass turned into a record label working with artists from new york london and berlin adonis adonis,approx
99,ish,sooo the page is getting way too sexy so let us take a break from that and put a picture of my first cosplay at mcm comic con and my first armor build aka howww the cosplay journey began and till now i still am not a huge convention fan lol but i looveee convention people i met so many friends you see since the dawn of time i have always been redesigning ish hope you are having a great day and omgggg thanks for the pledges in onlyplants and fetre nes and glad you liking ze pay per view vid hope you are good forgot the name of these togs but they are badass also that black couch is reaaallyyy comfy i should get one myself,hedge
100,ish,cheers to me and my new baby soft launched a few days ago and already building a lovely little community if anything it is giving me a bit of focus whilst i am off work keeping me sane ish hope you are all keeping sane ish too xxxx,hedge
101,ish,e a s t e r ish miles walked sun kissed and well fed,approx
102,ish,quarantine is fucking boring man but super grateful i was able to pay my rent this month ish and that i have got food in my fridge and that loves stabbing my skin with sick tats shoutout to a few legends helping me through this month you all are absolute gold and i love you to bits x,hedge
103,ish,next up the letter o hope you like this one my son was very excited to be able to spell his name homeschooling hope you have all had a nice ish easter and are feeling ok about going back into a new normal week you can now download the new letter o as well as letters a e f l and m going to start work on letter s tomorrow,hedge
104,ish,i feel like i have been very absent from this wonderful world of instagram christmas and new year seems to be gone in a flash and then i will be honest i struggled my way through the first couple of weeks of january i felt like all i was seeing was amazing people making amazing affirmations for the new decade and i just was not feeling it i worried that i had nothing of worth to say and i know i was judging myself harshly but both personally and professionally i was just feeling meh but ish weeks into i have decided that is it is ok that i am not having a new decade rebirth and i am just going to get on with service as usual i guess the moral here is do not judge yourself too harshly even if like me you are your own worst critic pick yourself up dust yourself with sparkle and get your glitter back on i have started trying to walk more and appreciate my surroundings i live pretty near the river thames at and this morning in the damp mist it was just beautiful a good walk is a great way to fill your cup back up again though i am all in black today i am not feeling that way all a rewear but inspired by i have got my on i fell out of love with leggings for a bit but i love these as they are great to dress up or down all hail the leggings happy all thistle edit sustainable wardrobe,approx
105,ish,nb the elusive will be playing early on friday th february do not miss his lesser spotted live show from till tim s releases on tech startup and kalahari oyster cult show he is as comfortable producing rolling dancefloor explorations see maze dream as he is in experimental introspective mode see aldhini theme or drum led tracks full of syncopated rhythms bending subs and springy melodic garnishes are par for the course tim s distinctively musical style gives a classy nod to holds breath perlon ish minimal and s tech house while sitting firmly in the present do not miss tickets moving pretty quickly over on ra accessible through link in bio and venue is very smol,hedge
106,ish,i am reading we are the weather jonathan safran foer s excellent new ish book about climate change it is reaffirmed my commitment to doing my bit and making a more sustainable year both personally and professionally i particularly like his idea that cutting out meat and dairy for breakfast and lunch is a good start so here is my lunch today no smoke without fire vegan chilli avocado fresh coriander and pink pickled onions this black bean and butternut version uses the same spice mix as my signature beef one and gets extra umami from mushrooms and miso i am currently working on expanding the sycamore smyth veggie and vegan range rejigging the meat and fish options to be more sustainable and trialling compostable packaging hope to have good news to share soon in the meantime you can get the vegan chilli from or direct from me,hedge
107,ish,time for some retro ish pics visual studios london june,hedge
108,ish,ah well you cannot win them all cooked some last night and wanted to try making for the st time i think i cut them too thin and cooked them on too high a heat they were ok ish but definitely saved by the and that combo could save anything my beans in tomato sauce were pardon the pun too runny but thanks to a generous amount of from my parents garden still delicious all a work in progress i guess no baking at the moment as i have not received the i ordered i cannot eat wheat so am down to the last kg when are you milling some more so i can order with you guys,hedge
109,ish,given my current lack of physical prowess i am getting through my spare yarn stash quite nicely here is a rainbow ish cushion i made i started following a pattern but then got annoyed with it after one row and just freestyled it makes my hand hurt so back to knitting next,hedge
110,ish,market stall peppers per bag makes meals spanish ish stew bruschetta pastry scrap tarts and pasta plenty of carbohydrates here maybe next week life will be better organised,hedge
111,ish,day of is about work life balance tomorrow will be the last day of that initiative i am usually bad at i have got to admit but right now it is probably worse than ever space zoning whilst working from home with your other half in a one bed flat is near impossible plus with all happening online only at the minute means it is really difficult to stick to business hours i have started a little routine just small things but they help keep me sane ish amongst them i have gone back to sketching drawing it has always been one of my favourite things to do such a lovely easy way to escape sharing here what i drew yesterday a still life of delicious pears and apples in a lovely wavy pottery bowl channeling my inner cezanne far from perfect but i enjoyed the inner peace and relaxation it gave me i should try to fit that in my day more often tomorrow maybe,hedge
112,ish,shall i have a spice round in my foodie quiz launching on zoom this evening mon march and fri april this is my beautiful bespoke spice drawer made by after many many years of all my spices tumbling out of my cupboard an easy ish taster question which flower does saffron come from full details on how to join the quiz and password www sudifoodie com,hedge
113,ish,book the wanting seed author anthony burgess page count time it took to read hours favorite quotes all art is an aspect of sexuality but sanity s a handicap and a liability if you are living in a mad world a young man who was ironically very fat perhaps all these years the histogram offers have been unwilling to recognize history as a spiral perhaps because a spiral was so difficult to describe words i learned enema a procedure in which liquid or gas is injected into the rectum typically to expel its contents but also to introduce drugs or permit x ray imaging ligatures a thing used for tying or binding something tightly amoebae a single celled animal that catches food and moves about by extending fingerlike projections of protoplasm wan pale and giving the impression of illness or exhaustion ontological relating to the branch of metaphysics dealing with the nature of being apodictically clearly established or beyond dispute interpretation analysis this is another dystopia book and it is written by one of my favorite british authors anothny burgess i really wanted to read this after clockwork orange because i did not just want to read one work from burgess also a philosophy columbia professor by the name of forest recommended this to me and he has undoubtedly changed my life by introducing me to philosophy it is amazing unfortunately it is a bit slow in the beginning or at least it was for me but as soon as you get past the first ish pages the book exponentially grows more interesting the book s protagonist is tristram foxe who i think is pretty relatable to he is someone who is stuck in a marriage where his wife beatrice joanna is unhappy and the government is slowly encroaching on his freedom in this dystopia homeosexuality is enoucrged as a medium to reduce over pollucation and candism is a real thing tristanm s brother derek is also a head honcho at the government and he plays a big role in the plot this book is amazing and the character development that tristam undergoes is amazing using kurt vonnegut s swipe,approx
114,ish,out for the one hour ish exercise,approx
115,ish,slightly pose ish shot as this is the only one where my fringe was not going mental in the wind,hedge
116,ish,perfect easter weekend snacks here is the recipe let me know if you try g flour i used bread as only had that g caster sugar tsp mixed spice tsp cinnamon zest lemon g salt g dry yeast g butter ml milk egg g sultanas g candied peel put all dry together with yeast melt butter and gently warm milk stream into dry add egg and work for mins approx add dried fruit work in proof for hour then shape should make proof to double size for cross g flour ml water to paste then bake c for ish mins until golden glaze with warmed golden syrup as soon as they come out enjoy,approx
117,ish,the first of many warm ish summer evenings on the deck i just cannot wait to share it with friends too,hedge
118,ish,another local ish beer delivery this time from got a few different ones but finding the to be the best for this weather a nice touch is that for each order they are donating pints to kings college st thomas hospitals neighbouring brewery is also allowing credits to be bought for a tab for nhs workers for when all this is over deserves a mention,hedge
119,ish,cumin roasted carrots one of my absolute favourite ever ways to prepare carrots just peel and halve lengthways or quarter if massive toss with olive oil and sprinkle with cumin seeds about a tbsp for ish carrots and sea salt roast for about half an hour at c or until caramelising round the edges delicious hot or cold there are never any left no matter how many i make i think kids would probably like them too because of the sweetness i love them in a salad with pomegranate seeds feta and fresh coriander but i did not have any of those things yesterday so just sprinkled them with parsley we ate them alongside a filo pie of things in the fridge that were past their best bendy courgette out of date goats cheese and a fennel and orange salad,approx
120,ish,getting crafty with my box now a transportable chilli garden it is still pretty cold at night so these little seedlings need to come back indoors but love the sun in the day with a small ish balcony that we also use to sit read eat and work on they get moved several times a day so this helps when they are older perhaps we will line it and replant them directly in the box and have a full on raised balcony chilli garden,hedge
121,ish,old ish photo still like it though random tags,hedge
122,ish,we should have been running in victoria park today but as we could not i ran to victoria park instead i actually ran back again too but my garmin decided to have a fit because it was taking so long to get water in sainsbury s that it thought i would finished total distance km running then ish more walking,approx
123,ish,when there is no other option you just have to do it yourself i still have my hair and the colour is ok ish phew how many of you did the same during this quarantine,hedge
124,ish,keeping myself busy during isolation taking advantage of my hour ish out and about wandering and avoiding people,approx
125,ish,i wanted to share that i ran km plus for our for heroes yesterday with the appropriate social distancing and i have not run for years even though i exercise daily i was dreading it but all i could think of for the ish minutes or so was i can do this our wonderful wear protective equipment for hours at a time and suffer from intense heat headaches and exhaustion while running i kept thinking this was a very little thing to do for them in return to support them donate nominate people run km even if you cannot run walk it donation made with pleasure i nominate thanks for the nomination,approx
126,ish,flower power i much preferred becki s flowery mask she wore yesterday she was a bit frida kahlo ish i was inspired to run around in a circle do zoomies,hedge
127,ish,do not explain your philosophy embody it epictetus first part of today s session strongman gymnastics sets a m ish farmers carry kg each arm a m ish handstand walk a d ball cleans kg rest two minutes between sets no rest between movements scale as required rory,approx
128,ish,my walrus cake is famous ish i made this fella in november for a photoshoot and he is now officially in print zoom in on the final pic to find out why,hedge
129,ish,shot for the first time on friday with headlining place was my first experience of a proper soundsytem venue back in around ish when i saw skream and benga there,approx
130,ish,greeting run commuters this evening with x k so far this week to make up for missing my slr knees seem ok ish wearing leggings with grazed knees is not the most comfortable experience but it could be worse,hedge
131,ish,i am on my ish i cannot see you skunt,noun
132,ish,georgeous dinner at tonight this peckham thai restaurant does street food style small plates and packs quite a punch the restaurant itself was sizeable light and airy managing to be very full and still feel relaxed and not overly noisy we had the deep fried sea bass the chive cakes the charcoal grilled celeriac the stir fried cabbage the geng gari curry and a portion of unlimited rice each between three of us which was plenty the sea bass was beautifully crisp and the fish itself was flaky and moist without being at all greasy the stir fried cabbage had a deep toasted flavour and the celeriac was so more ish all the dishes had a beautiful balance of flavour and spice and the meal came to pp which i thought was excellent value for a great meal peckham,hedge
